"ID","Ref No","Methods","Scale","Crop","Country","Site(location)","Region","latitude","longitude","Current Average Temperature (dC)_area_weighted","Current Average Temperature_point_coordinate (dC)","Current Annual Precipitation (mm) _area_weighted","Current Annual Precipitation  (mm) _point_coordinate","Future_Mid-point","Baseline_Mid-point","Time slice","Climate scenario","Scenario source","Local delta T","Local delta T from 2005","Annual Precipitation change each study  (mm)","Annual Precipitation change  from 2005 (mm)","Global delta T from pre-industrial period","Global delta T from 2005","Projected yield (t/ha)","Climate impacts (%)","Climate impacts relative to 2005","Climate impacts per dC (%)","Climate impacts per decade (%)","CO2","CO2 ppm","Fertiliser","Irrigation","Cultivar","Soil organic matter management","Planting time","Tillage","Others","Adaptation","Adaptation type","Reference","doi","Publication year","Note1 
(* = corrected by HW)","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )","Seasonal Precipitation change (mm) each study (local baseperiod)","Base precipitation (annual) (mm) (local base period)","Annual Preciptation change (%) (relative to local base)","Base precipitation (seasonal) (mm) (local base period)"
4495,90,"Aggarwal-DB","Regional","Maize","United States","Northern Lake States","North America",46.25,-93.52,7.031253338,7.031253338,799.4456502,799.4456502,2055,1974,"MC","Others","Others",NA,2.00766137415242,NA,15.7698729818032,2.5,1.71,6.1,-4.68750000000001,-2.89351851851853,-1.44123832622924,-0.578703703703705,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4496,90,"Aggarwal-DB","Regional","Maize","United States","Southern Lake States","North America",43.6566666666667,-83.28,8.987436295,8.987436295,932.7274788,932.7274788,2025,1974,"NF","Others","Others",1.54,0.603921568627451,9,3.52941176470588,1,0.21,6.31111111111111,-6.16112633822944,-2.41612797577625,-4.00073138846067,-1.20806398788813,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,NA,NA,NA,NA,826,NA,NA
4497,90,"Aggarwal-DB","Regional","Maize","United States","Southern Lake States","North America",43.6566666666667,-83.28,8.987436295,8.987436295,932.7274788,932.7274788,2055,1974,"MC","Others","Others",NA,1.94299122453759,NA,15.8152657714558,2.5,1.71,5.3,-21.0766743973575,-13.010292837875,-6.69601214538234,-2.602058567575,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,826,NA,NA
4498,90,"Aggarwal-DB","Regional","Maize","United States","Southern Lake States","North America",43.6566666666667,-83.28,8.987436295,8.987436295,932.7274788,932.7274788,2055,1974,"MC","Others","Others",NA,1.94299122453759,NA,15.8152657714558,2.5,1.71,5.96666666666667,-11.3008644317942,-6.97584224184829,-3.5902592630126,-1.39516844836966,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,826,NA,NA
4499,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.43,-85.03,11.08979797,11.08979797,1128.256593,1128.256593,2025,1974,"NF","Others","Others",NA,1.03559262110486,NA,17.1117248963362,1,0.21,7.06666666666667,-7.01754385964912,-2.75197798417612,-2.65739435381461,-1.37598899208806,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4500,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.43,-85.03,11.08979797,11.08979797,1128.256593,1128.256593,2055,1974,"MC","Others","Others",NA,2.03133298533837,NA,53.3546616054881,2.5,1.71,5.9,-22.3684210526316,-13.8076673164392,-6.79734313187418,-2.76153346328785,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4501,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.43,-85.03,11.08979797,11.08979797,1128.256593,1128.256593,2055,1974,"MC","Others","Others",NA,2.03133298533837,NA,53.3546616054881,2.5,1.71,6.6,-13.1578947368421,-8.12215724496426,-3.99843713639658,-1.62443144899285,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4502,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",39.055,-87.32,13.28121662,13.28121662,1231.174358,1231.174358,2025,1974,"NF","Others","Others",1.53141552511416,0.600555107887904,6.66666666666667,2.61437908496732,1,0.21,7.43333333333333,-7.68398268398269,-3.01332654273831,-5.01756875124399,-1.50666327136915,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,NA,NA,NA,NA,1036,NA,NA
4503,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",39.055,-87.32,13.28121662,13.28121662,1231.174358,1231.174358,2055,1974,"MC","Others","Others",NA,1.68364057338863,NA,53.1128937894272,2.5,1.71,6.5,-19.3181818181818,-11.9248035914703,-7.08274900234166,-2.38496071829405,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1036,NA,NA
4504,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",39.055,-87.32,13.28121662,13.28121662,1231.174358,1231.174358,2055,1974,"MC","Others","Others",NA,1.68364057338863,NA,53.1128937894272,2.5,1.71,7.15,-11.2554112554113,-6.94778472556251,-4.12664367643436,-1.3895569451125,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1036,NA,NA
4505,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.53,-91.3425,10.85469151,10.85469151,1107.197376,1107.197376,2025,1974,"NF","Others","Others",NA,0.915930799427699,NA,15.7009107156533,1,0.21,7.71666666666667,-4.46993932450381,-1.75291738215836,-1.91380984595521,-0.876458691079179,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4506,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.53,-91.3425,10.85469151,10.85469151,1107.197376,1107.197376,2055,1974,"MC","Others","Others",NA,1.94786935719449,NA,37.7798005097072,2.5,1.71,6.725,-16.7256921560035,-10.3245013308664,-5.30040749023165,-2.06490026617328,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4507,90,"Aggarwal-DB","Regional","Maize","United States","Central Corn Belt","North America",41.53,-91.3425,10.85469151,10.85469151,1107.197376,1107.197376,2055,1974,"MC","Others","Others",NA,1.94786935719449,NA,37.7798005097072,2.5,1.71,7.325,-9.31291435635306,-5.74871256565004,-2.95128240732217,-1.14974251313001,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4508,90,"Aggarwal-DB","Regional","Maize","United States","Eastern Corn Belt","North America",37.65,-92.68,14.9802742,14.9802742,1237.333497,1237.333497,2025,1974,"NF","Others","Others",NA,0.793271972760367,NA,7.19912449945066,1,0.21,6.8,-8.10810810810812,-3.17965023847377,-4.00827250635046,-1.58982511923689,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4509,90,"Aggarwal-DB","Regional","Maize","United States","Eastern Corn Belt","North America",37.65,-92.68,14.9802742,14.9802742,1237.333497,1237.333497,2055,1974,"MC","Others","Others",NA,1.81929185536324,NA,25.5328676701892,2.5,1.71,6.2,-16.2162162162162,-10.01001001001,-5.50214633265173,-2.002002002002,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4510,90,"Aggarwal-DB","Regional","Maize","United States","Eastern Corn Belt","North America",37.65,-92.68,14.9802742,14.9802742,1237.333497,1237.333497,2055,1974,"MC","Others","Others",NA,1.81929185536324,NA,25.5328676701892,2.5,1.71,7,-5.4054054054054,-3.33667000333667,-1.83404877755058,-0.667334000667334,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4511,90,"Aggarwal-DB","Regional","Maize","United States","Mississippi Delta","North America",32.28,-91.615,19.46451378,19.46451378,1453.107194,1453.107194,2025,1974,"NF","Others","Others",1.20767123287671,0.473596561912436,2.33333333333333,0.915032679738562,1,0.21,7.88333333333333,-4.41811402217643,-1.73259373418684,-3.65837481418874,-0.866296867093418,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,NA,NA,NA,NA,1634,NA,NA
4512,90,"Aggarwal-DB","Regional","Maize","United States","Mississippi Delta","North America",32.28,-91.615,19.46451378,19.46451378,1453.107194,1453.107194,2055,1974,"MC","Others","Others",NA,1.72899093268905,NA,30.217827567712,2.5,1.71,7,-15.0500441566088,-9.29015071395603,-5.3731633511272,-1.85803014279121,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1634,NA,NA
4513,90,"Aggarwal-DB","Regional","Maize","United States","Mississippi Delta","North America",32.28,-91.615,19.46451378,19.46451378,1453.107194,1453.107194,2055,1974,"MC","Others","Others",NA,1.72899093268905,NA,30.217827567712,2.5,1.71,7.4,-10.1928171916397,-6.29186246397512,-3.63903728181475,-1.25837249279502,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1634,NA,NA
4514,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",37.5,-77.33,15.94478607,15.94478607,1318.449141,1318.449141,2025,1974,"NF","Others","Others",NA,0.841612243181588,NA,18.194032653995,1,0.21,8.53333333333333,0.392156862745097,0.153787004998077,0.182729049207636,0.0768935024990386,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4515,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",37.5,-77.33,15.94478607,15.94478607,1318.449141,1318.449141,2055,1974,"MC","Others","Others",NA,1.76783077802423,NA,68.2238839735705,2.5,1.71,8,-5.88235294117647,-3.63108206245461,-2.05397604091541,-0.726216412490923,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4516,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",37.5,-77.33,15.94478607,15.94478607,1318.449141,1318.449141,2055,1974,"MC","Others","Others",NA,1.76783077802423,NA,68.2238839735705,2.5,1.71,8.5,0,0,0,0,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4517,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",34.99,-90.545,17.40989304,17.40989304,1341.448754,1341.448754,2025,1974,"NF","Others","Others",NA,0.702942665524882,NA,5.11392272885074,1,0.21,7.71666666666667,-2.81984475926831,-1.10582147422287,-1.57313181921766,-0.552910737111433,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4518,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",34.99,-90.545,17.40989304,17.40989304,1341.448754,1341.448754,2055,1974,"MC","Others","Others",NA,1.91875616282644,NA,29.8629164787023,2.5,1.71,6.95,-12.9539163002768,-7.99624462980051,-4.16741052600533,-1.5992489259601,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4519,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Piedmont","North America",34.99,-90.545,17.40989304,17.40989304,1341.448754,1341.448754,2055,1974,"MC","Others","Others",NA,1.91875616282644,NA,29.8629164787023,2.5,1.71,7.55,-4.74678391141509,-2.93011352556487,-1.52709009218172,-0.586022705112974,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4520,90,"Aggarwal-DB","Regional","Maize","United States","Northeastern Region","North America",41.5,-80.47,10.10715771,10.10715771,1392.707723,1392.707723,2025,1974,"NF","Others","Others",NA,1.12298293031643,NA,25.2695327244573,1,0.21,7.2,-5.26315789473683,-2.06398348813209,-1.83794733865679,-1.03199174406605,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4521,90,"Aggarwal-DB","Regional","Maize","United States","Northeastern Region","North America",41.5,-80.47,10.10715771,10.10715771,1392.707723,1392.707723,2055,1974,"MC","Others","Others",NA,2.10140356760551,NA,65.626754983552,2.5,1.71,6.3,-17.1052631578947,-10.5588044184535,-5.02464380532341,-2.11176088369071,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4522,90,"Aggarwal-DB","Regional","Maize","United States","Northeastern Region","North America",41.5,-80.47,10.10715771,10.10715771,1392.707723,1392.707723,2055,1974,"MC","Others","Others",NA,2.10140356760551,NA,65.626754983552,2.5,1.71,6.8,-10.5263157894737,-6.49772579597141,-3.09208849558364,-1.29954515919428,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4523,90,"Aggarwal-DB","Regional","Maize","United States","Mid-Atlantic Region","North America",40.22,-76.85,11.91763973,11.91763973,1264.842307,1264.842307,2025,1974,"NF","Others","Others",1.56474885844749,0.613627003312741,7,2.74509803921569,1,0.21,5.53333333333333,-10.752688172043,-4.21674045962471,-6.87183001540043,-2.10837022981236,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,NA,NA,NA,NA,1066,NA,NA
4524,90,"Aggarwal-DB","Regional","Maize","United States","Mid-Atlantic Region","North America",40.22,-76.85,11.91763973,11.91763973,1264.842307,1264.842307,2055,1974,"MC","Others","Others",NA,1.80501018039356,NA,59.4417887479353,2.5,1.71,4.5,-27.4193548387097,-16.9255276782159,-9.3769707573203,-3.38510553564317,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1066,NA,NA
4525,90,"Aggarwal-DB","Regional","Maize","United States","Mid-Atlantic Region","North America",40.22,-76.85,11.91763973,11.91763973,1264.842307,1264.842307,2055,1974,"MC","Others","Others",NA,1.80501018039356,NA,59.4417887479353,2.5,1.71,5.2,-16.1290322580645,-9.95619275189167,-5.51586515136488,-1.99123855037833,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,1066,NA,NA
4526,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",35.9733333333333,-76.85,17.12794304,17.12794304,1372.648569,1372.648569,2025,1974,"NF","Others","Others",NA,0.694127064631703,NA,15.7504514030412,1,0.21,8.21111111111111,-1.79967096418431,-0.705753319287966,-1.01674946166007,-0.352876659643983,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4527,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",35.9733333333333,-76.85,17.12794304,17.12794304,1372.648569,1372.648569,2055,1974,"MC","Others","Others",NA,1.73506083941376,NA,67.020664350844,2.5,1.71,7.63333333333333,-8.71511969703184,-5.37970351668632,-3.10058494462016,-1.07594070333726,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4528,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",35.9733333333333,-76.85,17.12794304,17.12794304,1372.648569,1372.648569,2055,1974,"MC","Others","Others",NA,1.73506083941376,NA,67.020664350844,2.5,1.71,8.16666666666667,-2.32387241431168,-1.43448914463684,-0.826765904716934,-0.286897828927368,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4529,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.63,-83.12,21.6393261,21.6393261,1349.101266,1349.101266,2025,1974,"NF","Others","Others",NA,0.597360699548627,NA,16.0900444431589,1,0.21,7.6,-5,-1.96078431372549,-3.28241264483432,-0.980392156862745,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4530,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.63,-83.12,21.6393261,21.6393261,1349.101266,1349.101266,2055,1974,"MC","Others","Others",NA,1.61191398141941,NA,52.1978559312888,2.5,1.71,6.9,-13.75,-8.48765432098765,-5.26557522226691,-1.69753086419753,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4531,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.63,-83.12,21.6393261,21.6393261,1349.101266,1349.101266,2055,1974,"MC","Others","Others",NA,1.61191398141941,NA,52.1978559312888,2.5,1.71,7.7,-3.75,-2.31481481481481,-1.43606596970916,-0.462962962962963,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4532,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.5,-95.75,21.7843647,21.7843647,1333.833527,1333.833527,2025,1974,"NF","Others","Others",NA,0.784067843125498,NA,4.27453699974126,1,0.21,8.53333333333333,-0.775193798449606,-0.303997568019453,-0.387718448964365,-0.151998784009727,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4533,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.5,-95.75,21.7843647,21.7843647,1333.833527,1333.833527,2055,1974,"MC","Others","Others",NA,1.85274577454273,NA,25.0771182907079,2.5,1.71,7.8,-9.30232558139534,-5.74217628481194,-3.09927911519817,-1.14843525696239,"No",365,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4534,90,"Aggarwal-DB","Regional","Maize","United States","Southeastern Coastal Plain","North America",29.5,-95.75,21.7843647,21.7843647,1333.833527,1333.833527,2055,1974,"MC","Others","Others",NA,1.85274577454273,NA,25.0771182907079,2.5,1.71,8.4,-2.32558139534883,-1.43554407120298,-0.774819778799541,-0.287108814240596,"Yes",560,"No","No","No","No","No","No","No","No","No","Brown et al., 1999","10.1023/A:1005449132633",1999,NA,"*","*",NA,NA,NA,NA,NA
4535,91,"Aggarwal-DB","Regional","Maize","Romania","Cralova","Europe",44.19,23.52,12.3218956,12.3218956,790.3723329,790.3723329,2080,1975,"EC","Others","Others",4.1,2.92857142857143,23.711169987,10.0847256469587,3.55415521707819,2.76415521707819,7.9425,76.5,54.6428571428571,18.6585365853659,7.28571428571429,"Yes",660,"No","No","No","No","No","No","No","No","No","Cuculeaunu et al. , 1999","10.3354/cr012153",1999,NA,NA,"**",NA,11.04,NA,3,368
4536,91,"Aggarwal-DB","Regional","Maize","Romania","Calarasi","Europe",44.12,27.21,12.3553009,12.3553009,623.2011714,623.2011714,2080,1975,"EC","Others","Others",4.15,2.96428571428571,-21.812040999,-8.55568187586769,3.5619739813639,2.7719739813639,9.145,55,39.2857142857143,13.2530120481928,5.23809523809524,"Yes",660,"No","No","No","No","No","No","No","No","No","Cuculeaunu et al. , 1999","10.3354/cr012153",1999,NA,NA,"**",NA,-11.375,NA,-3.5,325
4537,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Sakha","Africa",31.089,30.951,21.59213829,21.59213829,98.08721567,98.08721567,2080,1975,"EC","Others","Others",4.26333333333333,3.0452380952381,24.8487613030667,-6.52175774564465,3.57732568249952,2.78732568249952,NA,-19.9609333333333,-14.2578095238095,-4.68200156372166,-1.90104126984127,"Yes",660,"No","No","No","No","No","No","No","No","No","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,25.3333333333333,NA
4538,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Giza","Africa",30.016,31.21667,22.46138573,22.46138573,16.58984316,16.58984316,2080,1975,"EC","Others","Others",4.26333333333333,3.0452380952381,3.9815623584,-3.45853111158913,3.59343651097236,2.80343651097236,NA,-36.3672,-25.9765714285714,-8.53022673964034,-3.46354285714286,"Yes",660,"No","No","No","No","No","No","No","No","No","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,24,NA
4539,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Aswan","Africa",24.08889,32.899,26.88310814,26.88310814,0.967241687,0.967241687,2080,1975,"EC","Others","Others",4.97,3.55,0.217629379575,-2.82746198269216,3.9171079498152,3.1271079498152,NA,-59.0625,-42.1875,-11.8838028169014,-5.625,"Yes",660,"No","No","No","No","No","No","No","No","No","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,22.5,NA
4540,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Sakha","Africa",31.089,30.951,21.59213829,21.59213829,98.08721567,98.08721567,2080,1975,"EC","Others","Others",4.26333333333333,3.0452380952381,24.8487613030667,-6.52175774564465,3.57732568249952,2.78732568249952,NA,-12.9609333333333,-9.25780952380952,-3.04009382329945,-1.2343746031746,"Yes",660,"No","No","Yes","No","Yes","No","No","Yes","Combined","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,25.3333333333333,NA
4541,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Giza","Africa",30.016,31.21667,22.46138573,22.46138573,16.58984316,16.58984316,2080,1975,"EC","Others","Others",4.26333333333333,3.0452380952381,3.9815623584,-3.45853111158913,3.59343651097236,2.80343651097236,NA,-36.0338666666667,-25.7384761904762,-8.4520406567631,-3.43179682539682,"Yes",660,"No","No","Yes","No","Yes","No","No","Yes","Combined","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,24,NA
4542,92,"Aggarwal-DB","Regional (Site-based)","Maize","Egypt","Aswan","Africa",24.08889,32.899,26.88310814,26.88310814,0.967241687,0.967241687,2080,1975,"EC","Others","Others",4.97,3.55,0.217629379575,-2.82746198269216,3.9171079498152,3.1271079498152,NA,-42.5625,-30.4017857142857,-8.56388329979879,-4.05357142857143,"Yes",660,"No","No","Yes","No","Yes","No","No","Yes","Combined","El-Shaer et al., 1997","10.1007/bf00517805",1997,NA,NA,"**",NA,NA,NA,22.5,NA
4543,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2060,1975,"EC","Others","Others",2,1.29411764705882,NA,-34.1781915187436,2.07210926551186,1.28210926551186,NA,-5.00000222222222,-3.23529555555556,-2.50000111111111,-0.588235555555556,"Yes",617,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4544,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2025,1975,"NF","Others","Others",1,0.4,NA,-15.8957250639524,1.18274208877005,0.392742088770046,13.82,-5.98639,-2.394556,-5.98639,-1.197278,"Yes",617,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4545,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2070,1975,"EC","Others","Others",2,1.36842105263158,NA,-32.5372575187031,2.13127582007505,1.34127582007505,NA,-9.999985,-6.842095,-4.9999925,-1.05263,"Yes",617,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4546,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2085,1975,"EC","Others","Others",3.5,2.54545454545454,NA,-21.5538454664554,3.04707753555272,2.25707753555272,NA,-11,-8,-3.14285714285714,-1,"Yes",560,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4547,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2055,1975,"MC","Others","Others",3,1.875,NA,-34.3878298924988,2.20367930952806,1.41367930952806,12.94,-11.9728,-7.483,-3.99093333333333,-1.4966,"Yes",560,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4548,93,"Aggarwal-DB","Regional (Site-based)","Maize","Spain","Sevilla","Europe",40.4637,-3.74922,15.39500809,15.39500809,421.1812796,421.1812796,2085,1975,"EC","Others","Others",3.5,2.54545454545454,NA,-21.5538454664554,3.04707753555272,2.25707753555272,NA,-27,-19.6363636363636,-7.71428571428572,-2.45454545454545,"Yes",560,"No","No","No","No","No","No","No","No","No","Iglesias et al., 1997","10.1007/bf00517807",1997,NA,NA,"*",NA,NA,NA,NA,NA
4549,82,"Aggarwal-DB","Regional (Site-based)","Maize","Greece","Kardista","Europe",39.0742,21.8243,13.58602428,13.58602428,736.062012,736.062012,2015,1975,"NF","Others","Others",1.6,0.4,-71.93,-17.9825,1.24609771766047,0.456097717660473,NA,-1,-0.25,-0.625,-0.25,"Yes",405,"No","No","No","No","No","No","No","No","No","Kapetanaki et al., 1997","10.1023/b:miti.0000018044.48957.28",1997,NA,NA,NA,NA,NA,719.333333333333,NA,NA
4550,82,"Aggarwal-DB","Regional (Site-based)","Maize","Greece","Kardista","Europe",39.0742,21.8243,13.58602428,13.58602428,736.062012,736.062012,2035,1975,"NF","Others","Others",2.9,1.45,-93.513,-46.7565,1.56697301098693,0.776973010986929,NA,-8.6,-4.3,-2.96551724137931,-1.43333333333333,"Yes",460,"No","No","No","No","No","No","No","No","No","Kapetanaki et al., 1997","10.1023/b:miti.0000018044.48957.28",1997,NA,NA,NA,NA,NA,719.333333333333,NA,NA
